1.449980735778808594e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.748254394531250000e+02,4.795532226562500000e+00,1.167297363281250000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449980735778808594e-01,1.831054687500000000e-01,4.272460937500000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.790039062500000000e+00,1.167297363281250000e+01,-8.251953125000000000e-02,-8.935546875000000000e-02,-9.931640625000000000e-01
1.452283859252929688e-01,1.831054687500000000e-01,1.220703125000000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.784545898437500000e+00,1.167297363281250000e+01,-8.154296875000000000e-02,-8.935546875000000000e-02,-9.916992187500000000e-01
1.452283859252929688e-01,1.831054687500000000e-01,1.220703125000000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.784545898437500000e+00,1.167297363281250000e+01,-8.154296875000000000e-02,-8.935546875000000000e-02,-9.916992187500000000e-01
1.452283859252929688e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.748199462890625000e+02,4.784545898437500000e+00,1.167297363281250000e+01,-8.251953125000000000e-02,-8.984375000000000000e-02,-9.916992187500000000e-01
1.452283859252929688e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.748199462890625000e+02,4.784545898437500000e+00,1.167297363281250000e+01,-8.251953125000000000e-02,-8.984375000000000000e-02,-9.916992187500000000e-01
1.455233097076416016e-01,0.000000000000000000e+00,1.831054687500000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.784545898437500000e+00,1.167297363281250000e+01,-8.300781250000000000e-02,-8.935546875000000000e-02,-9.941406250000000000e-01
1.456685066223144531e-01,0.000000000000000000e+00,1.831054687500000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.779052734375000000e+00,1.167297363281250000e+01,-8.300781250000000000e-02,-8.935546875000000000e-02,-9.941406250000000000e-01
1.915462017059326172e-01,-6.103515625000000000e-02,1.220703125000000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.779052734375000000e+00,1.167297363281250000e+01,-8.203125000000000000e-02,-8.984375000000000000e-02,-9.951171875000000000e-01
1.925480365753173828e-01,-6.103515625000000000e-02,1.220703125000000000e-01,0.000000000000000000e+00,-1.748199462890625000e+02,4.779052734375000000e+00,1.167297363281250000e+01,-8.203125000000000000e-02,-8.984375000000000000e-02,-9.951171875000000000e-01
1.925480365753173828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.748199462890625000e+02,4.773559570312500000e+00,1.167297363281250000e+01,-8.154296875000000000e-02,-9.033203125000000000e-02,-9.946289062500000000e-01
1.925480365753173828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.748199462890625000e+02,4.773559570312500000e+00,1.167297363281250000e+01,-8.154296875000000000e-02,-9.033203125000000000e-02,-9.946289062500000000e-01
