2.587914466857910156e-02,-6.103515625000000000e-02,-4.272460937500000000e-01,0.000000000000000000e+00,1.667779541015625000e+02,-1.402954101562500000e+01,1.660089111328125000e+02,2.441406250000000000e-01,2.236328125000000000e-01,-9.506835937500000000e-01
2.587914466857910156e-02,-6.103515625000000000e-02,-4.272460937500000000e-01,0.000000000000000000e+00,1.667779541015625000e+02,-1.402404785156250000e+01,1.660034179687500000e+02,2.441406250000000000e-01,2.236328125000000000e-01,-9.506835937500000000e-01
2.587914466857910156e-02,6.103515625000000000e-02,-7.934570312500000000e-01,0.000000000000000000e+00,1.667834472656250000e+02,-1.401306152343750000e+01,1.660034179687500000e+02,2.436523437500000000e-01,2.221679687500000000e-01,-9.511718750000000000e-01
2.587914466857910156e-02,6.103515625000000000e-02,-7.934570312500000000e-01,0.000000000000000000e+00,1.667834472656250000e+02,-1.400756835937500000e+01,1.659979248046875000e+02,2.436523437500000000e-01,2.221679687500000000e-01,-9.511718750000000000e-01
2.624368667602539062e-02,6.103515625000000000e-02,-1.098632812500000000e+00,0.000000000000000000e+00,1.667834472656250000e+02,-1.399658203125000000e+01,1.659924316406250000e+02,2.426757812500000000e-01,2.226562500000000000e-01,-9.521484375000000000e-01
2.624368667602539062e-02,6.103515625000000000e-02,-1.098632812500000000e+00,0.000000000000000000e+00,1.667834472656250000e+02,-1.398559570312500000e+01,1.659869384765625000e+02,2.426757812500000000e-01,2.226562500000000000e-01,-9.521484375000000000e-01
2.631425857543945312e-02,1.220703125000000000e-01,-1.037597656250000000e+00,0.000000000000000000e+00,1.667889404296875000e+02,-1.397460937500000000e+01,1.659814453125000000e+02,2.421875000000000000e-01,2.236328125000000000e-01,-9.541015625000000000e-01
2.636146545410156250e-02,1.220703125000000000e-01,-1.037597656250000000e+00,0.000000000000000000e+00,1.667889404296875000e+02,-1.396362304687500000e+01,1.659759521484375000e+02,2.421875000000000000e-01,2.236328125000000000e-01,-9.541015625000000000e-01
3.411054611206054688e-02,2.441406250000000000e-01,-7.934570312500000000e-01,0.000000000000000000e+00,1.667944335937500000e+02,-1.395812988281250000e+01,1.659759521484375000e+02,2.421875000000000000e-01,2.241210937500000000e-01,-9.575195312500000000e-01
3.411054611206054688e-02,2.441406250000000000e-01,-7.934570312500000000e-01,0.000000000000000000e+00,1.667944335937500000e+02,-1.394714355468750000e+01,1.659704589843750000e+02,2.421875000000000000e-01,2.241210937500000000e-01,-9.575195312500000000e-01
3.411054611206054688e-02,2.441406250000000000e-01,-4.882812500000000000e-01,0.000000000000000000e+00,1.667999267578125000e+02,-1.394165039062500000e+01,1.659649658203125000e+02,2.421875000000000000e-01,2.246093750000000000e-01,-9.604492187500000000e-01
3.483700752258300781e-02,2.441406250000000000e-01,-4.882812500000000000e-01,0.000000000000000000e+00,1.667999267578125000e+02,-1.393615722656250000e+01,1.659649658203125000e+02,2.421875000000000000e-01,2.246093750000000000e-01,-9.604492187500000000e-01
3.483700752258300781e-02,1.220703125000000000e-01,-6.103515625000000000e-02,0.000000000000000000e+00,1.667999267578125000e+02,-1.393615722656250000e+01,1.659594726562500000e+02,2.416992187500000000e-01,2.241210937500000000e-01,-9.580078125000000000e-01
3.483700752258300781e-02,1.220703125000000000e-01,-6.103515625000000000e-02,0.000000000000000000e+00,1.668054199218750000e+02,-1.393615722656250000e+01,1.659594726562500000e+02,2.416992187500000000e-01,2.241210937500000000e-01,-9.580078125000000000e-01
